time_idx,hour_of_day,hour_of_day_cos,hour_of_day_sin,month_of_year,month_of_year_cos,month_of_year_sin,season_of_year,season_of_year_cos,season_of_year_sin,sunposition_thetaZ,sunposition_solarAzimuth,sunposition_extraTerr,sunposition_solarHeight,clearsky_diffuse,clearsky_direct,clearsky_global,clearsky_diffuse_agg,clearsky_direct_agg,clearsky_global_agg,Albedo,WindComponentUat0,WindComponentVat0,WindComponentUat100,WindComponentVat100,DewpointTemperatureAt0,TemperatureAt0,PotentialVorticityAt1000,PotentialVorticityAt950,RelativeHumidityAt1000,RelativeHumidityAt950,RelativeHumidityAt0,SnowDensityAt0,SnowDepthAt0,SnowfallPlusStratiformSurfaceAt0,SurfacePressureAt0,SolarRadiationGlobalAt0,SolarRadiationDirectAt0,SolarRadiationDiffuseAt0,TotalCloudCoverAt0,LowerWindSpeed,LowerWindDirection,LowerWindDirectionMath,LowerWindDirectionCos,LowerWindDirectionSin,UpperWindSpeed,UpperWindDirection,UpperWindDirectionMath,UpperWindDirectionCos,UpperWindDirectionSin
736,1,0,0.270427199,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.736169064,4.63E-18,0,0,0,0,0,0,0,0.20953738,0.428890092,0.558357349,0.540892992,0.598644105,0.371447441,0.160603646,0.546624536,0.239904353,0.743055556,0.81706864,0.923966893,0.335297696,0.193548387,3.99E-19,0.603213,1.11E-04,0,7.45E-04,0.984375,0.194159035,0.596606333,0.152825189,0.786544706,0.909746422,0.364102715,0.627564914,0.122525197,0.858994667,0.84802637
737,0,1,0,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.263584107,4.63E-18,0,0,0,0,0,0,0,0.20953738,0.394909185,0.587235111,0.488617968,0.575775878,0.340535596,0.127311235,0.539580678,0.239442925,0.75,0.837753922,0.938709265,0.335390499,0.193548387,3.99E-19,0.624851855,0,0,4.97E-04,0.2109375,0.202530194,0.547765095,0.201607225,0.649576975,0.977102421,0.286933316,0.607609755,0.142450319,0.812728666,0.890128684
738,0.142857143,0.957823644,0.399332025,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.263336382,4.63E-18,0,0,0,0,0,0,0,0.158539792,0.312672483,0.576219428,0.397696658,0.482149988,0.328959845,0.109876729,0.555205398,0.258239647,0.694444444,0.734327512,0.957928742,0.334555271,0.096774194,3.99E-19,0.602716402,0,0,4.97E-04,0.890625,0.190460644,0.446259135,0.302990147,0.33650567,0.972514178,0.109700595,0.554963347,0.195017482,0.669301615,0.970464484
739,0.285714286,0.838278027,0.732543693,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.263088236,4.62E-18,0,0,0,0,0,0,0,0.158539792,0.240693612,0.484313417,0.256084481,0.483577804,0.323995497,0.101400705,0.577896974,0.236290126,0.75,0.692956948,0.968987856,0.334555271,0.096774194,3.99E-19,0.5934438,0,0,4.97E-04,0.9140625,0.184229523,0.313037313,0.436050488,0.039811195,0.695515847,0.211539759,0.333055128,0.416591674,0.067100566,0.750195621
740,0.428571429,0.661157201,0.944462683,0.090909091,0.949184033,0.5,0,1,0.707106781,0.777957891,0.355639041,0.283617079,0.222042109,0.382131277,0.167397105,0.21076182,0.169514048,0.054712908,0.078022297,0.158539792,0.186530427,0.428652448,0.19358045,0.425641341,0.39651864,0.162474603,0.502622444,0.270461461,0.984474076,0.801554679,0.980402684,0.334091256,0.096774194,3.99E-19,0.57000217,0.047050953,0.007376609,0.091608739,1,0.252472088,0.253317852,0.495697562,1.82E-04,0.513513177,0.282937245,0.267626949,0.481921369,0.003221228,0.55666569
741,0.571428571,0.455788372,1,0.090909091,0.949184033,0.5,0,1,0.707106781,0.654925818,0.525747177,0.435098883,0.345074182,0.518424706,0.327962066,0.368193214,0.490159388,0.296556048,0.337875323,0.158539792,0.141365142,0.446006856,0.186176154,0.43330426,0.439160546,0.228655223,0.475800589,0.399223636,0.916666667,0.879124486,0.905340648,0.333998452,0.096774194,3.99E-19,0.535966459,0.209387892,0.068937768,0.339126117,1,0.323005901,0.262581483,0.486445159,0.001811596,0.542526705,0.295731686,0.272165103,0.477390046,0.00503571,0.57078456
742,0.714285714,0.256175975,0.88995992,0.090909091,0.949184033,0.5,0,1,0.707106781,0.868542412,0.688527267,0.168892714,0.131457588,0.277021642,0.085732846,0.123738483,0.424998577,0.22427892,0.266298674,0.133040998,0.121263395,0.440748445,0.131954941,0.42930492,0.444677377,0.2280701,0.47755356,0.286019617,0.895833333,0.987722217,0.920194784,0.334044854,0.096774194,3.99E-19,0.487864658,0.144720705,0.027896996,0.271102284,1,0.353369507,0.258603124,0.490418696,9.05E-04,0.53007844,0.379713603,0.264997789,0.484546571,0.002354147,0.548464236
743,0.857142857,0.095371312,0.632562594,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.737908998,4.61E-18,0,0,0,0,0.055601,0.009930669,0.019087204,0.133040998,0.135585911,0.506052954,0.121734064,0.519526834,0.420766312,0.213384594,0.50236048,0.336407799,0.840277778,0.956694294,0.901760671,0.334091256,0.096774194,3.99E-19,0.467733679,0.006801204,0,0.015640516,0.8046875,0.345404876,0.295298118,0.45376818,0.020941369,0.643188767,0.422509378,0.308312833,0.441296727,0.03362446,0.680260083
744,1,0,0.270427199,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.738159224,4.61E-18,0,0,0,0,0,0,0,0.133040998,0.214687074,0.469734128,0.15302754,0.51062153,0.346054027,0.155922663,0.565528573,0.344258921,0.75,0.739498833,0.874832555,0.334137657,0.096774194,3.99E-19,0.449740712,0,0,4.97E-04,0,0.216432708,0.290102366,0.458957635,0.016528543,0.627497246,0.372591694,0.311312317,0.438301758,0.037098943,0.689003808
745,0,1,0,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.261590612,4.61E-18,0,0,0,0,0,0,0,0.133040998,0.257768926,0.502676559,0.25000691,0.591134829,0.328155507,0.135703978,0.569006467,0.26970328,0.763888889,0.70847091,0.885647957,0.334184059,0.096774194,3.99E-19,0.438078321,0,0,4.97E-04,0.015625,0.171429041,0.340797685,0.408323764,0.080659641,0.772311993,0.310894417,0.39305444,0.356682676,0.189378058,0.891808435
746,0.142857143,0.957823644,0.399332025,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.261339566,4.60E-18,0,0,0,0,0,0,0,0.082043361,0.279798238,0.567168354,0.327710288,0.655887189,0.33978083,0.145865013,0.614649339,0.423986318,0.75,0.687785628,0.886588121,0.100691456,0.032258065,3.99E-19,0.438382956,0,0,4.97E-04,0.53125,0.203058388,0.406657355,0.342543925,0.225316998,0.917791018,0.334324311,0.465399865,0.284446149,0.392613922,0.98833212
747,0.285714286,0.838278027,0.732543693,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.261088113,4.60E-18,0,0,0,0,0,0,0,0.082043361,0.331973243,0.592833804,0.392359408,0.676411706,0.375326812,0.185295828,0.568010218,0.360630148,0.736111111,0.563673935,0.867148265,0.108858129,0.032258065,3.99E-19,0.433746655,0,0,4.97E-04,0.9765625,0.202633832,0.472858626,0.276422897,0.417276613,0.993109382,0.354082097,0.51307299,0.236844783,0.541266168,0.998294204
748,0.428571429,0.661157201,0.944462683,0.090909091,0.949184033,0.5,0,1,0.707106781,0.77364604,0.355072571,0.288929588,0.22635396,0.387146566,0.172118109,0.215586497,0.173205252,0.057081781,0.080676763,0.082043361,0.350781287,0.603741566,0.421705069,0.644925593,0.412385526,0.24676603,0.488023143,0.410251572,0.659722222,0.455076205,0.794219669,0.11906647,0.032258065,3.99E-19,0.4557903,0.040807225,0.005901288,0.080436941,0.984375,0.213019654,0.49530198,0.254006748,0.487308705,0.999838912,0.321325551,0.537480226,0.212474286,0.616785641,0.986169778
749,0.571428571,0.455788372,1,0.090909091,0.949184033,0.5,0,1,0.707106781,0.649987234,0.525711077,0.440904176,0.350012766,0.522869531,0.334796035,0.374630367,0.494716367,0.30298927,0.343999677,0.082043361,0.371632065,0.653939293,0.421782028,0.660275934,0.451240008,0.298167094,0.501211092,0.352214679,0.621894942,0.465418846,0.753261357,0.1050068,0.032258065,3.99E-19,0.459802029,0.16713123,0.021727468,0.332423039,0.9921875,0.274887699,0.514424656,0.234907251,0.547231504,0.997764184,0.340572675,0.535388882,0.214562482,0.61039704,0.987660169
750,0.714285714,0.256175975,0.88995992,0.090909091,0.949184033,0.5,0,1,0.707106781,0.863985023,0.688976432,0.17465273,0.136014977,0.283153704,0.089779472,0.128230101,0.430223452,0.230163479,0.272110276,0.082043361,0.347731474,0.620252426,0.405789247,0.69100708,0.471296487,0.290459985,0.532021868,0.312936769,0.680555556,0.693667436,0.819600426,0.110018167,0.032258065,3.99E-19,0.456362013,0.124428587,0.014082618,0.251489573,0.9609375,0.23312875,0.492512025,0.256793321,0.478560829,0.999540159,0.375027777,0.521315487,0.228614694,0.566966615,0.995495169
751,0.857142857,0.095371312,0.632562594,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.739922206,4.59E-18,0,0,0,0,0.057837197,0.010767792,0.020210073,0.082043361,0.347520187,0.611673782,0.409819824,0.716210408,0.43433132,0.221292727,0.575165705,0.234964166,0.784722222,0.755012794,0.913352007,0.119855296,0.032258065,3.99E-19,0.469739544,0.013379418,0.001475322,0.0275571,0.890625,0.22278282,0.491975472,0.257329223,0.476879143,0.999465149,0.407991366,0.52206821,0.227863103,0.569305751,0.995173405
752,1,0,0.270427199,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.740175668,4.58E-18,0,0,0,0,0,0,0,0.082043361,0.385822094,0.605637898,0.466744348,0.692689863,0.419932391,0.202523566,0.540401349,0.239317705,0.833333333,0.770526756,0.928849734,0.129970834,0.032258065,3.99E-19,0.470405847,1.11E-04,0,7.45E-04,0.6171875,0.22046396,0.533662813,0.215692413,0.606829074,0.988454237,0.401258069,0.559081748,0.19090528,0.681399353,0.965933604
753,0,1,0,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.259570945,4.58E-18,0,0,0,0,0,0,0,0.082043361,0.316480852,0.594746655,0.354056185,0.701993842,0.393469991,0.17292066,0.543772101,0.243477411,0.881944444,0.682614307,0.944396559,0.139854364,0.032258065,3.99E-19,0.448067304,0,0,4.97E-04,0,0.210095756,0.455760139,0.293500659,0.364948895,0.981415865,0.386979912,0.487260958,0.262617962,0.460386796,0.998428364
754,0.142857143,0.957823644,0.399332025,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.259316691,4.58E-18,0,0,0,0,0,0,0,0.082043361,0.261722772,0.555527168,0.260775169,0.647360031,0.381655177,0.17002161,0.720930415,0.209077935,0.854166667,0.625729781,0.923398822,0.029975492,0.032258065,3.99E-19,0.380719218,0,0,4.97E-04,0.09375,0.208810465,0.383580808,0.3655925,0.167907104,0.873783922,0.361713053,0.418668203,0.331107469,0.256069783,0.93646073
755,0.285714286,0.838278027,0.732543693,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.259062044,4.57E-18,0,0,0,0,0,0,0,0.082043361,0.245622497,0.547226037,0.237328774,0.634673268,0.35887866,0.152291312,0.657476238,0.139752373,0.847222222,0.558467619,0.91577381,0.029975492,0.032258065,3.99E-19,0.335660989,0,0,4.97E-04,0.8203125,0.219161873,0.365704041,0.383447598,0.1281541,0.834261513,0.367629021,0.401327785,0.348421785,0.210123744,0.907396149
756,0.428571429,0.661157201,0.944462683,0.090909091,0.949184033,0.5,0,1,0.707106781,0.769243071,0.354508382,0.294344098,0.230756929,0.392224807,0.176984209,0.220541741,0.176956065,0.059538104,0.083414018,0.082043361,0.185341502,0.588139227,0.221066095,0.630750087,0.412014539,0.216163748,0.607487121,0.099306316,0.8125,0.558502615,0.87334278,0.029975492,0.032258065,3.99E-19,0.296987586,0.061099342,0.024007511,0.092105263,0.9296875,0.322117154,0.353453673,0.395683117,0.103583526,0.804719747,0.379071958,0.391385755,0.35834885,0.185293399,0.888535187
757,0.571428571,0.455788372,1,0.090909091,0.949184033,0.5,0,1,0.707106781,0.644973447,0.525688598,0.446780117,0.355026553,0.527327537,0.341779192,0.381191755,0.499304667,0.309582849,0.350260371,0.082043361,0.323283614,0.664307448,0.364910617,0.657145468,0.473093055,0.327347132,0.422468205,0.199250738,0.611111111,0.682614307,0.729993299,0.030021894,0.032258065,3.99E-19,0.27195601,0.286877021,0.158395923,0.346077458,1,0.290059703,0.473462139,0.275820117,0.419144543,0.993419108,0.32838452,0.493263137,0.256624818,0.479179067,0.999566338
758,0.714285714,0.256175975,0.88995992,0.090909091,0.949184033,0.5,0,1,0.707106781,0.859383262,0.689445274,0.180459973,0.140616738,0.289297198,0.093921217,0.132801517,0.435457629,0.236173341,0.278025404,0.082043361,0.393495984,0.687913584,0.451327673,0.746774004,0.454481346,0.31229763,0.522878372,0.222620563,0.569444444,0.703299589,0.72510949,0.030021894,0.032258065,3.99E-19,0.252366141,0.146504627,0.017167382,0.294935452,1,0.320295816,0.528907417,0.220442045,0.592208811,0.991423981,0.459748836,0.542545851,0.207416286,0.632174544,0.982213448
759,0.857142857,0.095371312,0.632562594,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.741960915,4.56E-18,0,0,0,0,0.060078557,0.011845171,0.02152893,0.082043361,0.395362934,0.708321724,0.456732127,0.793835625,0.458068086,0.263718796,0.480771733,0.250191261,0.743055556,0.832582602,0.857911529,0.030021894,0.032258065,3.99E-19,0.257799503,0.012152971,6.71E-04,0.026315789,0.6875,0.345077566,0.528121939,0.22122657,0.589785644,0.991872476,0.520404467,0.540163091,0.209795459,0.624951619,0.984135335
760,1,0,0.270427199,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.742217502,4.56E-18,0,0,0,0,0,0,0,0.082043361,0.408813457,0.709289713,0.480205079,0.789417741,0.455802987,0.24792766,0.518806432,0.270768508,0.798611111,0.853267884,0.894085546,0.030021894,0,3.99E-19,0.270249217,0,0,4.97E-04,0.2890625,0.350511463,0.53713427,0.212225163,0.617442601,0.986011551,0.525429043,0.551396367,0.198579092,0.658732045,0.974135024
761,0,1,0,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.257526,4.56E-18,0,0,0,0,0,0,0,0.082043361,0.372994177,0.716203284,0.436252435,0.788097873,0.451825272,0.237490218,0.539531875,0.285841221,0.833333333,0.863610525,0.912268103,0.030068295,0,3.99E-19,0.292625318,0,0,4.97E-04,0.5,0.350055152,0.512173202,0.237155976,0.540194992,0.998381743,0.506067807,0.530959212,0.218985484,0.596803969,0.990539451
762,0.142857143,0.957823644,0.399332025,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.257268648,4.55E-18,0,0,0,0,0,0,0,0.082043361,0.4346165,0.695138806,0.510764737,0.746550163,0.468900264,0.271500571,0.54034862,0.302390844,0.770833333,0.853267884,0.863218618,0.030021894,0.032258065,2.26E-19,0.317861376,0,0,4.97E-04,0.9921875,0.345789316,0.556487575,0.192895318,0.675452305,0.968205596,0.492442782,0.571776677,0.178229459,0.717893778,0.950024543
763,0.285714286,0.838278027,0.732543693,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.257010917,4.55E-18,0,0,0,0,0,0,0,0.082043361,0.46148897,0.683668312,0.548419772,0.734174658,0.463066814,0.249660054,0.561615381,0.274327843,0.833333333,0.842925243,0.906893297,0.030068295,0.032258065,2.00E-19,0.339315224,0,0,4.97E-04,0.75,0.349978215,0.576051762,0.173354844,0.731464478,0.943197686,0.507469921,0.590655439,0.159379115,0.769543178,0.921124883
764,0.428571429,0.661157201,0.944462683,0.090909091,0.949184033,0.5,0,1,0.707106781,0.764750593,0.35394668,0.299857877,0.235249407,0.397361464,0.181996071,0.225627215,0.180763392,0.062027108,0.086189001,0.082043361,0.521743121,0.7289391,0.567082262,0.707799144,0.496108635,0.314737915,0.483556293,0.247288901,0.715277778,0.858439204,0.815106874,0.030068295,0.032258065,2.08E-19,0.36850737,0.053183187,0.009924893,0.100546177,0.546875,0.444962619,0.596183485,0.153247523,0.78545654,0.910505252,0.496571014,0.604416991,0.145638278,0.804852048,0.896314084
765,0.571428571,0.455788372,1,0.090909091,0.949184033,0.5,0,1,0.707106781,0.639886389,0.525679882,0.452723489,0.360113611,0.531794713,0.348910144,0.387875463,0.503920057,0.316336152,0.356656051,0.082043361,0.664925855,0.717615071,0.65776836,0.660966663,0.468954632,0.379790648,0.420853228,0.205729587,0.4375,0.734327512,0.592318552,0.030068295,0,2.39E-19,0.373758506,0.316980711,0.214458155,0.309334657,0.6015625,0.590022013,0.647506537,0.101986681,0.90070688,0.799055203,0.556149625,0.647694429,0.102425982,0.89996993,0.800039202
766,0.714285714,0.256175975,0.88995992,0.090909091,0.949184033,0.5,0,1,0.707106781,0.854739091,0.689933728,0.186311504,0.145260909,0.295448008,0.098157542,0.137451492,0.440697076,0.242307302,0.28404228,0.082043361,0.451332453,0.634737008,0.509723626,0.655522951,0.471968901,0.362756036,0.481664206,0.211642372,0.465277778,0.687785628,0.640084736,0.030068295,0,3.99E-19,0.379731587,0.248188204,0.175429185,0.228401192,0.46875,0.290626557,0.583338076,0.166077362,0.751478353,0.932155797,0.389543967,0.592003543,0.15803304,0.773095182,0.918830165
767,0.857142857,0.095371312,0.632562594,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.744024242,4.54E-18,0,0,0,0,0.062323683,0.012951728,0.022872211,0.082043361,0.346633473,0.665521012,0.397375274,0.774875348,0.436921033,0.256568093,0.59197403,0.251232473,0.673611111,0.718813551,0.826560334,0.030068295,0,3.99E-19,0.361759485,0.017950719,0.005901288,0.029543198,1,0.287876579,0.492870317,0.256435464,0.479683937,0.999587095,0.480898196,0.512216159,0.237700324,0.538587022,0.99850883
768,1,0,0.270427199,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.744283846,4.53E-18,0,0,0,0,0,0,0,0.082043361,0.30847964,0.730054654,0.336160573,0.811502524,0.435084487,0.292066022,0.553062566,0.256078316,0.583333333,0.589530538,0.731437641,0.030114697,0,3.99E-19,0.312261091,0,0,4.97E-04,1,0.372297729,0.469411149,0.279866196,0.406629886,0.991204689,0.529823324,0.48220159,0.267669714,0.444588923,0.996920168
769,0,1,0,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.255456654,4.53E-18,0,0,0,0,0,0,0,0.082043361,0.247808109,0.751624601,0.265510841,0.820309815,0.385903137,0.324554337,0.557371228,0.225341096,0.361111111,0.496446769,0.541192857,0.030114697,0,3.99E-19,0.242520434,0,0,4.97E-04,1,0.424180826,0.437021264,0.31221682,0.309406299,0.962248953,0.563986104,0.451285506,0.298539263,0.349849978,0.976922401
770,0.142857143,0.957823644,0.399332025,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.255196313,4.53E-18,0,0,0,0,0,0,0,0.082043361,0.38282164,0.840563878,0.426440198,0.898936357,0.377065014,0.351324962,0.529132972,0.314641819,0.284722222,0.449904884,0.459119226,0.030068295,0,3.99E-19,0.16675662,0,0,4.97E-04,1,0.501130981,0.513108391,0.23622192,0.543118813,0.998137297,0.644300884,0.520414196,0.229514628,0.564163837,0.995865904
771,0.285714286,0.838278027,0.732543693,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.254935606,4.52E-18,0,0,0,0,0,0,0,0.082043361,0.457821748,0.836056511,0.510880717,0.862948916,0.392261085,0.351293373,0.705277087,0.32281028,0.361111111,0.439562243,0.492021349,0.030068295,0,3.99E-19,0.151199346,0,0,4.97E-04,1,0.518494116,0.548466488,0.200906682,0.651675269,0.976439507,0.630568498,0.55535084,0.194630572,0.670444813,0.97005152
772,0.428571429,0.661157201,0.944462683,0.090909091,0.949184033,0.5,0,1,0.707106781,0.760170246,0.353387666,0.305468145,0.239829754,0.402552024,0.187154282,0.230842519,0.186682125,0.064636367,0.089480374,0.082043361,0.403694932,0.809012311,0.459622414,0.827254852,0.440845978,0.385231213,0.484164363,0.24036578,0.354166667,0.51196073,0.517982299,0.030068295,0,3.99E-19,0.136396009,0.041587691,0.00777897,0.078699106,1,0.467214271,0.525002176,0.224342552,0.580140343,0.993535734,0.563177233,0.53837419,0.211581668,0.619510433,0.985507149
773,0.571428571,0.455788372,1,0.090909091,0.949184033,0.5,0,1,0.707106781,0.634728007,0.525685063,0.458731059,0.365271993,0.53626721,0.356187443,0.394679565,0.508558348,0.32324843,0.363185281,0.082043361,0.418420107,0.848862807,0.456931027,0.817709151,0.5379534,0.461921069,0.41657037,0.18472865,0.388888889,0.61538714,0.548745192,0.030068295,0,3.99E-19,0.108397367,0.247184747,0.103540773,0.359235353,0.9921875,0.518599072,0.529448103,0.219902014,0.593875508,0.991108321,0.550251059,0.538035723,0.211919625,0.618479228,0.985759827
774,0.714285714,0.256175975,0.88995992,0.090909091,0.949184033,0.5,0,1,0.707106781,0.850054467,0.690441722,0.192204394,0.149945533,0.301602126,0.102487815,0.142178733,0.445937857,0.248564051,0.290159063,0.082043361,0.702295153,0.956879929,0.745958719,0.924644321,0.506385132,0.428945989,0.380993758,0.183085352,0.409722222,0.625729781,0.557649131,0.030068295,0,3.99E-19,0.108842497,0.236369718,0.11735515,0.30958292,1,0.832648132,0.609616251,0.13983104,0.819002381,0.885016212,0.890445971,0.613848424,0.136221041,0.827754635,0.877593008
775,0.857142857,0.095371312,0.632562594,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.74611132,4.51E-18,0,0,0,0,0.065413595,0.014087407,0.02440669,0.082043361,0.805735068,0.782308393,0.844006298,0.743222347,0.466447273,0.343213652,0.393407596,0.198211241,0.548611111,0.770526756,0.675497076,0.030068295,0,3.99E-19,0.194292049,0.01103802,2.68E-04,0.024577954,0.9921875,0.813018587,0.660524695,0.088984303,0.923772012,0.765362592,0.858481819,0.664582411,0.085563421,0.929456768,0.756059242
776,1,0,0.270427199,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.746373832,4.51E-18,0,0,0,0,0,0,0,0.082043361,0.690686468,0.636805133,0.752309981,0.614287162,0.466276171,0.311374357,0.498537041,0.212299348,0.638888889,0.837753922,0.754531339,0.030068295,0,3.99E-19,0.263878302,1.11E-04,0,7.45E-04,0.875,0.57239745,0.67576821,0.073759265,0.947177927,0.723678187,0.653458924,0.681301554,0.068869444,0.953905488,0.709688523
777,0,1,0,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.253363772,4.50E-18,0,0,0,0,0,0,0,0.082043361,0.565928171,0.612575696,0.656053589,0.614998421,0.416244109,0.28138448,0.476348077,0.219098965,0.569444444,0.723984871,0.715004674,0.030068295,0,3.99E-19,0.290694569,0,0,4.97E-04,0.0390625,0.392243414,0.651805593,0.097692836,0.908627241,0.788138504,0.520529682,0.661645663,0.088495748,0.924666455,0.763927743
778,0.142857143,0.957823644,0.399332025,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.253100549,4.50E-18,0,0,0,0,0,0,0,0.082043361,0.407700734,0.642511747,0.482207089,0.703962056,0.432100601,0.241761256,0.472217236,0.235449608,0.722222222,0.770526756,0.853809651,0.030021894,0,3.99E-19,0.290292561,0,0,4.97E-04,0,0.2721795,0.547062237,0.20230923,0.647471395,0.977757448,0.423930914,0.56559036,0.184406464,0.700268243,0.958140206
779,0.285714286,0.838278027,0.732543693,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.252836974,4.50E-18,0,0,0,0,0,0,0,0.082043361,0.37252311,0.788136144,0.416975902,0.839237642,0.41681738,0.23835821,0.479553349,0.285987025,0.715277778,0.765355435,0.826470267,0.030021894,0,3.99E-19,0.259848489,0,0,4.97E-04,0.9921875,0.436742096,0.509394917,0.239930893,0.531501062,0.999006697,0.566296359,0.51904044,0.230886316,0.559887901,0.996400479
780,0.428571429,0.661157201,0.944462683,0.090909091,0.949184033,0.5,0,1,0.707106781,0.755503705,0.352831529,0.311172069,0.244496295,0.407791933,0.192459315,0.236187156,0.193038215,0.067332359,0.092928879,0.082043361,0.379146624,0.842674951,0.421741923,0.843656188,0.45423029,0.301638344,0.424233517,0.227483558,0.631944444,0.801554679,0.75137698,0.030021894,0,3.99E-19,0.216697362,0.050730293,0.006035408,0.102284012,0.8671875,0.503219915,0.511276693,0.238051398,0.537390805,0.998599967,0.572872706,0.520913574,0.229016001,0.565717033,0.995662449
781,0.571428571,0.455788372,1,0.090909091,0.949184033,0.5,0,1,0.707106781,0.629500262,0.525704266,0.464799585,0.370499738,0.540741097,0.36360942,0.401601932,0.513215371,0.330318799,0.369846514,0.082043361,0.415953932,0.887950145,0.440292226,0.814387294,0.470409797,0.384759525,0.439316919,0.205981742,0.4375,0.687785628,0.583654073,0.030021894,0,3.99E-19,0.174735565,0.315085294,0.237124464,0.263157895,0.1875,0.564438606,0.525926895,0.223418954,0.583002643,0.993062426,0.540456355,0.530865934,0.219078622,0.596516891,0.990596017
782,0.714285714,0.256175975,0.88995992,0.090909091,0.949184033,0.5,0,1,0.707106781,0.845331336,0.690969173,0.198135733,0.154668664,0.307755609,0.1069113,0.146981872,0.451176113,0.254942158,0.296373826,0.082043361,0.431682722,0.754047325,0.473865198,0.767199184,0.457390075,0.383007747,0.396954487,0.183587947,0.395833333,0.599873179,0.559257742,0.030021894,0,3.99E-19,0.134785197,0.209499387,0.136802575,0.213753724,1,0.411915494,0.545330044,0.204039324,0.642270031,0.979332066,0.495179432,0.551275685,0.198699592,0.658373024,0.974255068
783,0.857142857,0.095371312,0.632562594,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.748221295,4.48E-18,0,0,0,0,0.070229028,0.01525212,0.026306992,0.082043361,0.453836729,0.818283633,0.492678895,0.808894575,0.500422158,0.326910623,0.429678104,0.198463396,0.708333333,0.786040717,0.794005571,0.030021894,0,3.99E-19,0.127401612,0.003121864,0,0.007447865,1,0.496162931,0.548682362,0.200691069,0.652320491,0.976233619,0.55549691,0.554437816,0.195542221,0.667749576,0.971020116
784,1,0,0.270427199,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.748486609,4.48E-18,0,0,0,0,0,0,0,0.082043361,0.445476154,0.77020689,0.496140412,0.767420376,0.509475357,0.298507398,0.474025741,0.255910212,0.826388889,0.884295807,0.888640976,0.030021894,0,3.99E-19,0.126043968,0,0,4.97E-04,1,0.436923721,0.550649476,0.19872634,0.658186929,0.974317285,0.507610253,0.561640786,0.188350094,0.688856001,0.962961389
785,0,1,0,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.251248206,4.48E-18,0,0,0,0,0,0,0,0.082043361,0.462456216,0.755514173,0.523071629,0.778515085,0.497309545,0.291836998,0.490486277,0.255306412,0.791666667,0.842925243,0.877290271,0.030021894,0,3.99E-19,0.125813057,0,0,4.97E-04,0.3203125,0.429395272,0.561787866,0.187601451,0.690923911,0.962112596,0.537857081,0.571626834,0.178379077,0.71747063,0.950229179
786,0.142857143,0.957823644,0.399332025,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.250982207,4.47E-18,0,0,0,0,0,0,0,0.082043361,0.487679952,0.770221206,0.549257104,0.792668737,0.454365413,0.27265574,0.466142701,0.230926251,0.715277778,0.760184115,0.825896024,9.06E-08,0,3.99E-19,0.110663354,0,0,4.97E-04,0,0.461539039,0.571703539,0.177697797,0.719287685,0.949347198,0.572873682,0.579709455,0.170308622,0.740011367,0.938627737
787,0.285714286,0.838278027,0.732543693,0.090909091,0.949184033,0.5,0,1,0.707106781,1,0.250715868,4.47E-18,0,0,0,0,0,0,0,0.082043361,0.507280324,0.782950415,0.567180357,0.790727676,0.413203456,0.261606611,0.500787014,0.220936097,0.631944444,0.749841474,0.758052893,9.06E-08,0,3.99E-19,0.133163257,0,0,4.97E-04,0.984375,0.489002261,0.57825548,0.171153798,0.737570561,0.939954796,0.584772818,0.586749597,0.163279077,0.759144079,0.927602688
